Regionaleinheit;Wahlberechtigte;ohne Wahlschein;mit Wahlschein;§18 Abs.2 LWO;Wähler(innen);mit Wahlschein;Ungültige Stimmen;Gültige Stimmen;GRÜNE;CDU;AfD;SPD;FDP;DIE LINKE;ÖDP;PIRATEN;Die PARTEI;FREIE WÄHLER;MENSCHLICHE WELT;Bündnis C;DKP;dieBasis;DiB;Eine für Alle - Partei;KlimalisteBW;Die Humanisten;Gesundheitsforschung;W2020;Volt;Einzelbewerber
08119079001-06 Große Kreisstadt Waiblingen 001-17 Salier-Gymnasium 08119079001-17;1095;666;429;0;385;6;3;382;95;90;45;36;81;9;3;;6;12;;;;2;;;1;;;1;;1
08119079001-07 Große Kreisstadt Waiblingen 001-18 Technischer Betriebshof, Sozialgebäude 08119079001-18;867;637;230;0;282;0;4;278;86;45;36;40;37;16;2;;3;3;;;;3;;;1;;;5;;1
08119079001-08 Große Kreisstadt Waiblingen 001-24 Salier Gemeinschaftsschule 08119079001-24;1499;978;521;0;389;5;5;384;101;82;66;30;70;14;0;;1;2;;;;2;;;1;;;10;;5
08119079001-09 Große Kreisstadt Waiblingen 001-25 Salier Gemeinschaftsschule 08119079001-25;1294;846;448;0;320;0;4;316;76;68;40;37;46;13;3;;1;14;;;;7;;;2;;;6;;3
08119079001-10 Große Kreisstadt Waiblingen 001-27 Ökumenisches Gemeindehaus 08119079001-27;1244;966;278;0;375;1;1;374;71;81;85;45;39;11;1;;7;21;;;;1;;;2;;;6;;4
08119079001-11 Große Kreisstadt Waiblingen 002-12 Staufer-Gymnasium 08119079002-12;1150;786;364;0;333;1;1;332;92;57;46;47;41;16;4;;8;9;;;;4;;;1;;;2;;5
08119079001-12 "Große Kreisstadt Waiblingen 002-14 Kindertageseinrichtung ""Beim Wasserturm""" 08119079002-14;1204;892;312;0;358;2;6;352;80;69;47;59;32;26;3;;13;10;;;;4;;;1;;;5;;3
08119079001-13 Große Kreisstadt Waiblingen 002-15 Jakob-Andreä-Haus 08119079002-15;843;574;269;0;302;2;1;301;90;75;25;22;53;13;1;;2;11;;;;1;;;1;;;3;;4
08119079001-14 Große Kreisstadt Waiblingen 002-16 Familienzentrum KARO 08119079002-16;766;554;212;0;214;1;2;212;64;35;22;24;28;20;3;;2;6;;;;3;;;2;;;1;;2
08119079001-15 Große Kreisstadt Waiblingen 002-19 Rinnenäckerschule 08119079002-19;1260;829;431;0;395;0;3;392;109;88;37;44;69;11;2;;4;13;;;;2;;;5;;;6;;2
08119079001-16 Große Kreisstadt Waiblingen 002-21 Rinnenäckerschule 08119079002-21;962;696;266;0;321;2;3;318;67;62;54;38;48;21;5;;8;6;;;;4;;;2;;;2;;1
08119079001-17 "Große Kreisstadt Waiblingen 002-23 Kindertageseinrichtung ""Beim Wasserturm""" 08119079002-23;834;627;207;0;295;1;3;292;80;53;43;31;38;15;2;;6;8;;;;8;;;1;;;4;;3
08119079001-18 Große Kreisstadt Waiblingen 303-01 Feuerwehrhaus Beinstein 08119079303-01;922;660;262;0;316;0;6;310;95;57;45;33;44;11;0;;6;11;;;;2;;;3;;;3;;0
08119079001-19 Große Kreisstadt Waiblingen 303-02 Ortsbücherei Beinstein 08119079303-02;970;643;327;0;344;2;1;343;106;63;41;41;57;6;1;;3;14;;;;5;;;3;;;2;;1
08119079001-20 "Große Kreisstadt Waiblingen 303-03 Kindertageseinrichtung ""Obsthalde""" 08119079303-03;897;523;374;0;352;0;2;350;98;71;34;47;61;7;8;;5;12;;;;5;;;0;;;0;;2
08119079001-21 Große Kreisstadt Waiblingen 404-01 Schillerschule Bittenfeld - Mensa 08119079404-01;1287;817;470;0;412;1;0;412;111;95;38;50;63;23;2;;8;13;;;;5;;;0;;;3;;1
08119079001-22 Große Kreisstadt Waiblingen 404-02 Konrad-Beringer-Haus 08119079404-02;970;627;343;0;321;0;2;319;95;69;42;31;42;11;2;;3;10;;;;7;;;4;;;1;;2
08119079001-23 Große Kreisstadt Waiblingen 404-03 Rathaus Bittenfeld 08119079404-03;917;583;334;0;290;5;4;286;76;64;43;31;30;3;5;;5;19;;;;5;;;2;;;3;;0
08119079001-24 Große Kreisstadt Waiblingen 505-01 Rathaus Hegnach 08119079505-01;1128;695;433;0;319;0;4;315;75;60;44;39;51;10;3;;1;16;;;;5;;;0;;;3;;8
08119079001-25 Große Kreisstadt Waiblingen 505-02 Ortsbücherei Hegnach 08119079505-02;1168;726;442;0;379;1;2;377;79;118;63;33;56;7;1;;1;11;;;;6;;;0;;;2;;0
08119079001-26 Große Kreisstadt Waiblingen 505-03 Katholischer Gemeindesaal Hegnach 08119079505-03;832;568;264;0;282;4;2;280;77;59;30;37;32;16;1;;8;12;;;;3;;;1;;;4;;0
08119079001-27 Große Kreisstadt Waiblingen 606-01 Begegnungsraum im Betreuten Wohnen 08119079606-01;1136;688;448;0;300;0;2;298;81;56;51;42;30;10;1;;3;16;;;;4;;;1;;;1;;2
08119079001-28 Große Kreisstadt Waiblingen 606-02 Rathaus Hohenacker 08119079606-02;1038;606;432;0;308;1;0;308;84;74;31;28;45;12;6;;2;15;;;;3;;;5;;;0;;3
08119079001-29 Große Kreisstadt Waiblingen 606-03 Bildäckerkindergarten 08119079606-03;728;526;202;0;263;1;3;260;73;56;37;33;28;11;2;;2;10;;;;4;;;0;;;3;;1
08119079001-30 Große Kreisstadt Waiblingen 606-04 Bürgerhaus Hohenacker 08119079606-04;831;585;246;0;312;0;3;309;93;56;38;30;63;11;2;;4;8;;;;1;;;2;;;0;;1
08119079001-31 Große Kreisstadt Waiblingen 707-01 Rathaus Neustadt 08119079707-01;914;591;323;0;259;1;5;254;72;56;26;25;27;14;1;;5;17;;;;2;;;2;;;4;;3
08119079001-32 Große Kreisstadt Waiblingen 707-02 Friedensschule Neustadt 08119079707-02;850;575;275;0;271;2;2;269;74;58;31;37;25;11;3;;7;9;;;;5;;;2;;;4;;3
08119079001-33 "Große Kreisstadt Waiblingen 707-03 Kindertageseinrichtung ""Taubenstraße""" 08119079707-03;858;560;298;0;252;5;3;249;78;51;26;33;32;5;1;;1;9;;;;6;;;4;;;2;;1
08119079001-34 "Große Kreisstadt Waiblingen 707-04 Kindertageseinrichtung ""Taubenstraße""" 08119079707-04;1230;681;549;0;383;1;1;382;104;76;38;46;62;12;3;;12;6;;;;11;;;5;;;3;;4
08119079900-01 Große Kreisstadt Waiblingen 903 Beinstein 08119079903;;;;;896;896;3;893;322;215;41;86;144;7;3;;8;40;;;;8;;;2;;;2;;15
08119079900-02 Große Kreisstadt Waiblingen 904 Bittenfeld 08119079904;;;;;1061;1061;8;1053;331;274;70;99;158;26;10;;14;37;;;;5;;;5;;;3;;21
08119079900-03 Große Kreisstadt Waiblingen 905 Hegnach 08119079905;;;;;1058;1058;2;1056;330;300;51;114;124;30;5;;9;66;;;;4;;;9;;;2;;12
08119079900-04 Große Kreisstadt Waiblingen 906 Hohenacker 08119079906;;;;;1240;1240;4;1236;431;324;57;138;146;37;11;;19;45;;;;9;;;7;;;5;;7
08119079900-05 Große Kreisstadt Waiblingen 907 Neustadt 08119079907;;;;;1329;1329;3;1326;418;394;75;118;181;34;5;;14;49;;;;5;;;9;;;5;;19
08119079900-06 Große Kreisstadt Waiblingen 901-1 Kernstadt 08119079901-1;;;;;1010;1010;1;1009;313;308;37;83;177;27;2;;14;25;;;;4;;;2;;;2;;15
08119079900-07 Große Kreisstadt Waiblingen 901-2 Kernstadt 08119079901-2;;;;;1034;1034;6;1028;368;226;49;122;128;29;4;;13;33;;;;4;;;6;;;7;;39
08119079900-08 Große Kreisstadt Waiblingen 901-3 Kernstadt 08119079901-3;;;;;1079;1079;0;1079;347;273;55;125;148;33;12;;11;33;;;;6;;;14;;;3;;19
08119079900-09 Große Kreisstadt Waiblingen 901-4 Kernstadt 08119079901-4;;;;;849;849;2;847;243;234;45;91;118;29;8;;15;35;;;;3;;;9;;;7;;10
08119079900-10 Große Kreisstadt Waiblingen 902-1 Kernstadt 08119079902-1;;;;;885;885;3;882;280;253;45;93;109;28;5;;14;25;;;;6;;;10;;;5;;9
08119079900-11 Große Kreisstadt Waiblingen 902-2 Kernstadt 08119079902-2;;;;;904;904;0;904;278;284;37;87;134;25;0;;8;21;;;;10;;;7;;;3;;10
08119085001-01 Große Kreisstadt Winnenden 100-01 Rathaus, Torstraße 10 0811908510001;1214;828;386;0;328;1;2;326;79;101;29;29;38;20;2;;9;8;;;;9;;;0;;;1;;1
08119085001-02 Große Kreisstadt Winnenden 100-02 Grundschule Hungerberg 0811908510002;1228;797;431;0;433;4;0;433;125;112;52;41;50;11;3;;5;17;;;;6;;;6;;;2;;3
08119085001-03 Große Kreisstadt Winnenden 100-03 Kastenschule 0811908510003;644;466;178;0;200;0;2;198;51;39;39;20;19;9;1;;10;7;;;;3;;;0;;;0;;0
08119085001-04 Große Kreisstadt Winnenden 100-04 Hermann-Schwab-Halle 0811908510004;1807;1086;721;0;523;4;2;521;132;119;68;49;79;33;9;;9;12;;;;2;;;2;;;6;;1
08119085001-05 Große Kreisstadt Winnenden 100-05 Ehemaliges Notariat 0811908510005;1329;839;490;0;416;0;4;412;111;86;44;40;62;21;2;;14;13;;;;11;;;4;;;3;;1
08119085001-06 Große Kreisstadt Winnenden 100-06 Pflegezentrum Haus im Schelmenholz 0811908510006;1356;947;409;0;351;0;7;344;80;73;74;34;43;14;3;;4;12;;;;7;;;0;;;0;;0
08119085001-07 Große Kreisstadt Winnenden 100-07 Maximilian-Kolbe-Haus 0811908510007;1965;1259;706;0;555;3;8;547;129;119;81;61;87;16;4;;11;22;;;;12;;;2;;;3;;0
08119085001-08 Große Kreisstadt Winnenden 100-08 Vereinsraum Hanweiler 0811908510008;448;306;142;0;190;0;0;190;44;58;11;19;30;9;1;;4;8;;;;3;;;2;;;1;;0
08119085001-09 Große Kreisstadt Winnenden 100-09 Grundschule Breuningsweiler 0811908510009;679;415;264;0;258;2;1;257;58;68;28;35;42;5;1;;4;5;;;;7;;;0;;;2;;2
08119085001-10 Große Kreisstadt Winnenden 100-10 Gemeindehalle Höfen 0811908510010;1071;670;401;0;359;2;5;354;102;79;46;38;53;12;2;;3;12;;;;1;;;4;;;0;;2
08119085001-11 Große Kreisstadt Winnenden 100-11 Rathaus Baach 0811908510011;673;441;232;0;266;0;0;266;62;67;35;28;39;9;1;;5;15;;;;3;;;1;;;0;;1
08119085001-12 Große Kreisstadt Winnenden 100-12 Kirche Bürg 0811908510012;424;281;143;0;171;0;1;170;44;45;35;8;19;4;1;;4;7;;;;1;;;1;;;0;;1
08119085001-13 Große Kreisstadt Winnenden 100-13 Feuerwehrgerätehaus Hertmannsweiler 0811908510013;1525;968;557;0;492;2;5;487;118;131;46;47;85;14;5;;5;19;;;;9;;;5;;;0;;3
08119085001-14 Große Kreisstadt Winnenden 100-14 Gretel-Nusser-Kindergarten 0811908510014;1354;1018;336;0;399;5;3;396;85;77;67;45;56;30;2;;7;12;;;;5;;;4;;;5;;1
08119085001-15 Große Kreisstadt Winnenden 100-15 Buchenbachhalle 0811908510015;1975;1200;775;0;674;6;5;669;175;177;63;61;121;13;3;;12;27;;;;5;;;10;;;1;;1
08119085001-16 Große Kreisstadt Winnenden 100-16 Paul-Schneider-Haus 0811908510016;1236;779;457;0;412;0;2;410;112;93;47;51;43;20;5;;6;17;;;;7;;;4;;;4;;1
08119085900-01 Große Kreisstadt Winnenden Briefwahlausschuss 01 0811908599901;;;;;602;602;0;602;171;178;40;74;74;14;2;;8;26;;;;7;;;2;;;4;;2
08119085900-02 Große Kreisstadt Winnenden Briefwahlausschuss 02 0811908599902;;;;;637;637;1;636;198;213;17;55;98;14;3;;6;15;;;;3;;;8;;;1;;5
08119085900-03 Große Kreisstadt Winnenden Briefwahlausschuss 03 0811908599903;;;;;650;650;2;648;237;200;28;38;83;15;2;;9;19;;;;8;;;4;;;1;;4
08119085900-04 Große Kreisstadt Winnenden Briefwahlausschuss 04 0811908599904;;;;;638;638;0;638;204;188;30;59;85;19;3;;11;21;;;;4;;;9;;;2;;3
08119085900-05 Große Kreisstadt Winnenden Briefwahlausschuss 05 0811908599905;;;;;641;641;2;639;204;199;27;58;89;12;1;;13;24;;;;6;;;4;;;0;;2
08119085900-06 Große Kreisstadt Winnenden Briefwahlausschuss 06 0811908599906;;;;;644;644;5;639;199;198;33;64;95;12;2;;4;22;;;;2;;;3;;;2;;3
08119085900-07 Große Kreisstadt Winnenden Briefwahlausschuss 07 0811908599907;;;;;635;635;1;634;232;192;28;61;80;8;3;;3;19;;;;2;;;2;;;2;;2
08119085900-08 Große Kreisstadt Winnenden Briefwahlausschuss 08 0811908599908;;;;;601;601;2;599;174;211;23;52;74;14;2;;6;27;;;;1;;;8;;;1;;6
08119085900-09 Große Kreisstadt Winnenden Briefwahlausschuss 09 0811908599909;;;;;542;542;1;541;149;221;22;45;61;10;2;;5;17;;;;4;;;2;;;2;;1
08119085900-10 Große Kreisstadt Winnenden Briefwahlausschuss 10 0811908599910;;;;;629;629;0;629;216;181;40;61;69;19;5;;7;16;;;;2;;;7;;;3;;3
08119055001-01 Gemeinde Plüderhausen Kindergarten Goldacker 08119055001-01;1010;653;357;0;404;1;0;404;97;103;59;42;69;7;2;;6;6;;;;10;;;2;;;1;;
08119055001-02 Gemeinde Plüderhausen Staufenhalle West 08119055001-02;1060;701;359;0;366;0;1;365;94;99;40;43;53;8;11;;3;5;;;;6;;;2;;;1;;
08119055001-03 Gemeinde Plüderhausen Staufenhalle rechts 08119055001-03;1357;968;389;0;506;0;5;501;106;126;70;63;92;11;1;;11;11;;;;5;;;3;;;2;;
08119055001-04 Gemeinde Plüderhausen Kindergarten Stockwiesenweg 08119055002-04;991;750;241;0;418;0;0;418;90;92;70;45;69;13;5;;5;9;;;;12;;;5;;;3;;
08119055001-05 Gemeinde Plüderhausen Kindergarten Drosselweg 08119055002-05;992;768;224;0;347;0;6;341;62;80;61;52;47;13;1;;4;8;;;;11;;;0;;;2;;
08119055001-06 Gemeinde Plüderhausen Staufenhalle links 08119055002-06;1041;754;287;0;363;0;5;358;92;77;55;42;53;13;4;;1;11;;;;5;;;4;;;1;;
08119055001-07 Gemeinde Plüderhausen Bürgerhaus Walkersbach 08119055010-09;264;223;41;0;151;0;0;151;24;37;23;12;41;3;0;;1;4;;;;6;;;0;;;0;;
08119055900-01 Gemeinde Plüderhausen Briefwahl I 08119055900-11;;;;;687;687;4;683;191;198;56;72;108;19;7;;14;11;;;;6;;;1;;;0;;
08119055900-02 Gemeinde Plüderhausen Briefwahl II 08119055900-12;;;;;599;599;5;594;191;175;47;44;87;17;4;;4;14;;;;7;;;2;;;2;;
08119055900-03 Gemeinde Plüderhausen Briefwahl III 08119055900-13;;;;;530;530;2;528;147;128;49;68;89;22;7;;4;5;;;;3;;;3;;;3;;
08119061001-01 Gemeinde Rudersberg 10001 Rudersberg Nord, nördl. Teilorte 0811906110001;2178;1172;1006;0;538;0;2;536;106;104;126;48;94;3;6;;14;12;;;;18;;;4;;;1;;
08119061001-02 Gemeinde Rudersberg 10002 Rudersberg Süd 0811906110002;2317;1427;890;0;496;2;4;492;89;143;98;49;78;9;4;;3;12;;;;4;;;1;;;2;;
08119061001-03 Gemeinde Rudersberg 20001 Schlechtbach, Lindental 0811906120001;1520;950;570;0;450;1;2;448;80;78;118;39;72;26;3;;8;9;;;;8;;;2;;;5;;
08119061001-04 Gemeinde Rudersberg 30001 Steinenberg, Michelau 0811906130001;1746;979;767;0;502;1;2;500;97;103;112;56;72;12;6;;6;15;;;;13;;;2;;;6;;
08119061001-05 Gemeinde Rudersberg 40001 Necklinsb., Asperglen, Krehwink. 0811906140001;649;364;285;0;211;4;2;209;46;46;40;21;39;3;0;;2;3;;;;4;;;1;;;4;;
08119061900-01 Gemeinde Rudersberg 900-1 Briefwahl I 08119061900-1;;;;;948;948;10;938;291;261;86;77;144;16;10;;14;23;;;;7;;;6;;;3;;
08119061900-02 Gemeinde Rudersberg 900-2 Briefwahl II 08119061900-2;;;;;858;858;3;855;259;241;69;102;120;22;3;;9;13;;;;11;;;2;;;4;;
08119061900-03 Gemeinde Rudersberg 900-3 Briefwahl III 08119061900-3;;;;;797;797;3;794;230;210;83;80;107;17;6;;9;21;;;;13;;;5;;;13;;
08119061900-04 Gemeinde Rudersberg 900-4 Briefwahl IV 08119061900-4;;;;;701;701;2;699;201;191;70;92;86;13;4;;8;14;;;;10;;;6;;;4;;
08119067001-01 Stadt Schorndorf 001-01 Burg-Gymnasium, Bezirk 1, Mensa, Raum 0.01 08119067001-01;764;545;219;0;239;1;2;237;54;58;28;24;33;9;0;;12;4;;;;11;;;2;;;2;;
08119067001-02 Stadt Schorndorf 001-02 Künkelinschule, Mehrzweckraum, Zimmer 0.12 08119067001-02;1010;709;301;0;328;3;1;327;105;63;39;36;47;12;2;;12;4;;;;4;;;2;;;1;;
08119067001-03 Stadt Schorndorf 001-03 Albert-Schweizer-Schule, Turnhalle, Sportraum 08119067001-03;771;553;218;0;322;0;2;320;98;70;46;30;39;10;2;;8;9;;;;5;;;3;;;0;;
08119067001-04 Stadt Schorndorf 001-04 Burg-Gymnasium, Bezirk 2, Mensa, Raum 0.01 08119067001-04;706;490;216;0;307;2;0;307;101;63;30;44;52;4;2;;4;3;;;;2;;;1;;;1;;
08119067001-05 Stadt Schorndorf 002-04 Karl-Wahl-Begegnungsstätte, Zimmer 1 08119067002-04;801;616;185;0;291;3;0;291;73;59;48;37;30;19;2;;11;2;;;;8;;;1;;;1;;
08119067001-06 Stadt Schorndorf 002-05 Kita Wirbelwind, Sportraum 08119067002-05;1164;789;375;0;373;0;2;371;90;78;60;55;59;11;2;;5;3;;;;2;;;4;;;2;;
08119067001-07 Stadt Schorndorf 002-06 Karl-Wahl-Begegnungsstätte, Zimmer 2 08119067002-06;1250;777;473;0;439;1;9;430;118;66;60;53;77;19;4;;7;8;;;;14;;;2;;;2;;
08119067001-08 Stadt Schorndorf 003-07 Max-Planck-Gymnasium, Foyer 08119067003-07;1056;735;321;0;452;3;5;447;126;105;50;52;71;16;6;;3;2;;;;10;;;5;;;1;;
08119067001-09 Stadt Schorndorf 003-08 Schulzentrum Süd/Grauhalde, Bezirk 1, Mensa 08119067003-08;1027;671;356;0;385;2;3;382;121;101;44;42;56;1;3;;1;3;;;;7;;;0;;;3;;
08119067001-10 Stadt Schorndorf 003-09 Schulzentrum Süd/Grauhalde, Bezirk 2, Mensa 08119067003-09;1020;752;268;0;343;2;1;342;78;53;71;61;47;8;2;;4;5;;;;11;;;1;;;1;;
08119067001-11 Stadt Schorndorf 004-10 Fuchshofschule, Bezirk 1, Turnhalle 08119067004-10;917;627;290;0;345;6;0;345;107;76;46;37;43;9;5;;5;5;;;;9;;;2;;;1;;
08119067001-12 Stadt Schorndorf 004-11 Fuchshofschule, Bezirk 2, Turnhalle 08119067004-11;809;582;227;0;307;0;1;306;123;46;31;39;37;11;3;;8;3;;;;2;;;2;;;1;;
08119067001-13 Stadt Schorndorf 005-12 Grafenbergschule, Bezirk 1, Cafeteria, Blaues Gebäude 08119067005-12;887;641;246;0;344;1;1;343;113;64;46;47;41;12;0;;7;6;;;;3;;;3;;;1;;
08119067001-14 Stadt Schorndorf 005-13 Bewegungswelt Sportpark Rems, EG 08119067005-13;1260;1062;198;0;380;0;9;371;80;70;92;53;24;13;3;;14;7;;;;9;;;2;;;4;;
08119067001-15 Stadt Schorndorf 005-14 Grafenbergschule, Bezirk 2, Cafeteria, Blaues Gebäude 08119067005-14;1068;863;205;0;288;2;1;287;68;41;68;41;30;11;6;;1;7;;;;8;;;3;;;3;;
08119067001-16 Stadt Schorndorf 006-15 Gemeinschaftsschule Rainbrunnen, Foyer 08119067006-15;890;648;242;0;321;1;3;318;70;80;59;41;39;7;2;;2;9;;;;5;;;1;;;3;;
08119067001-17 Stadt Schorndorf 006-16 Gemeinschaftsschule Rainbrunnen, Mensa, Bezirk 1, Speiseraum 08119067006-16;845;571;274;0;291;0;6;285;77;61;51;29;32;8;0;;8;7;;;;4;;;6;;;2;;
08119067001-18 Stadt Schorndorf 006-19 Gemeinschaftsschule Rainbrunnen, Mensa, Bezirk 2, Speiseraum 08119067006-19;893;644;249;0;306;0;2;304;76;60;55;34;44;14;1;;3;7;;;;8;;;0;;;2;;
08119067001-19 Stadt Schorndorf 108-21 Bürgerhaus Buhlbronn, Foyer 08119067108-21;627;478;149;0;313;0;0;313;75;69;41;39;70;5;0;;5;5;;;;3;;;0;;;1;;
08119067001-20 Stadt Schorndorf 209-41 Verwaltungsstelle Miedelsbach, Sitzungsraum 08119067209-41;761;524;237;0;274;1;3;271;57;68;44;20;54;4;3;;5;3;;;;10;;;1;;;2;;
08119067001-21 Stadt Schorndorf 209-42 Otfried-Preußler-Grundschule, Musikzimmer 0.14 08119067209-42;764;563;201;0;329;0;5;324;85;96;35;25;42;4;4;;7;9;;;;16;;;0;;;1;;
08119067001-22 Stadt Schorndorf 310-61 Bürgerzentrum Schlichten, Foyer 08119067310-61;677;438;239;0;280;0;0;280;77;51;41;33;53;4;1;;4;2;;;;3;;;4;;;7;;
08119067001-23 Stadt Schorndorf 411-81 Bronnbachhalle Weiler, Vereinsraum 08119067411-81;1400;903;497;0;501;2;3;498;138;103;69;63;67;18;3;;7;11;;;;9;;;3;;;7;;
08119067001-24 Stadt Schorndorf 411-82 Reinhold-Maier-Schule, Bezirk 1, Gymnastikraum 08119067411-82;839;506;333;0;299;0;2;297;87;59;42;41;38;11;6;;2;4;;;;4;;;1;;;2;;
08119067001-25 Stadt Schorndorf 411-83 Reinhold-Maier-Schule, Bezirk 2, Gymnastikraum 08119067411-83;869;595;274;0;334;0;6;328;79;56;49;42;51;14;4;;10;10;;;;6;;;6;;;1;;
08119067001-26 Stadt Schorndorf 512-71 Brühlhalle Schornbach, Foyer 08119067512-71;1364;1009;355;0;586;1;4;582;122;131;92;66;105;22;3;;8;7;;;;23;;;1;;;2;;
08119067001-27 Stadt Schorndorf 613-51 Schurwaldhalle Oberberken 08119067613-51;1116;736;380;0;492;3;3;489;177;104;46;40;79;5;1;;5;8;;;;15;;;7;;;2;;
08119067001-28 Stadt Schorndorf 714-31 Festhalle Haubersbronn, Bezirk 1, Foyer 08119067714-31;911;713;198;0;389;2;4;385;88;96;68;39;55;4;4;;5;10;;;;13;;;2;;;1;;
08119067001-29 Stadt Schorndorf 714-32 Festhalle Haubersbronn, Bezirk 2, Foyer 08119067714-32;801;547;254;0;293;1;4;289;73;53;53;34;54;5;1;;3;6;;;;6;;;0;;;1;;
08119067001-30 Stadt Schorndorf 714-33 Schillerschule, Raum 105 08119067714-33;715;492;223;0;286;1;2;284;66;87;39;23;47;6;3;;2;3;;;;5;;;1;;;2;;
08119067900-01 Stadt Schorndorf 900-83 Briefwahlvorstand 1 08119067900-83;;;;;774;774;2;772;223;178;59;115;109;29;13;;15;11;;;;7;;;7;;;6;;
08119067900-02 Stadt Schorndorf 900-84 Briefwahlvorstand 2 08119067900-84;;;;;693;693;4;689;236;190;40;76;87;14;9;;8;14;;;;6;;;8;;;1;;
08119067900-03 Stadt Schorndorf 900-85 Briefwahlvorstand 3 08119067900-85;;;;;663;663;3;660;217;174;56;76;88;19;10;;6;5;;;;5;;;4;;;0;;
08119067900-04 Stadt Schorndorf 900-86 Briefwahlvorstand 4 08119067900-86;;;;;792;792;3;789;296;178;55;91;100;23;9;;13;8;;;;10;;;3;;;3;;
08119067900-05 Stadt Schorndorf 900-87 Briefwahlvorstand 5 08119067900-87;;;;;692;692;3;689;246;142;45;84;101;23;14;;12;8;;;;6;;;6;;;2;;
08119067900-06 Stadt Schorndorf 900-88 Briefwahlvorstand 6 08119067900-88;;;;;670;670;3;667;231;167;44;82;93;11;6;;10;6;;;;4;;;8;;;5;;
08119067900-07 Stadt Schorndorf 900-89 Briefwahlvorstand 7 08119067900-89;;;;;877;877;2;875;307;229;58;92;121;26;11;;7;13;;;;7;;;4;;;0;;
08119067900-08 Stadt Schorndorf 900-90 Briefwahlvorstand 8 08119067900-90;;;;;768;768;0;768;262;216;46;89;106;22;2;;6;8;;;;5;;;4;;;2;;
08119067900-09 Stadt Schorndorf 900-91 Briefwahlvorstand 9 08119067900-91;;;;;919;919;1;918;331;256;48;95;127;22;6;;13;10;;;;7;;;2;;;1;;
08119067900-10 Stadt Schorndorf 900-92 Briefwahlvorstand 10 08119067900-92;;;;;810;810;0;810;260;197;66;89;120;16;13;;14;11;;;;12;;;9;;;3;;
08119076001-01 Gemeinde Urbach 001-01 Wittumschule 08119076001-01;854;624;230;0;312;1;2;310;81;59;46;34;41;18;0;;4;13;;;;4;;;3;;;7;;
08119076001-02 Gemeinde Urbach 001-02 Wittumschule 08119076001-02;866;534;332;0;279;0;3;276;76;68;31;29;26;13;9;;7;8;;;;1;;;5;;;3;;
08119076001-03 Gemeinde Urbach 001-03 Mediathek 08119076001-03;1012;649;363;0;368;1;0;368;90;91;47;49;49;8;9;;9;7;;;;8;;;0;;;1;;
08119076001-04 Gemeinde Urbach 001-04 Wittumhalle 08119076001-04;795;540;255;0;273;1;3;270;75;72;33;18;45;4;7;;2;8;;;;2;;;0;;;4;;
08119076001-05 Gemeinde Urbach 002-05 Atriumschule 08119076002-05;911;606;305;0;338;0;0;338;97;86;39;33;50;3;0;;6;13;;;;9;;;1;;;1;;
08119076001-06 Gemeinde Urbach 002-06 Atriumschule 08119076002-06;808;540;268;0;310;0;3;307;80;93;40;25;36;6;5;;5;10;;;;4;;;3;;;0;;
08119076001-07 Gemeinde Urbach 002-07 Auerbachhalle 08119076002-07;1083;791;292;0;418;1;4;414;104;89;76;33;76;11;2;;4;6;;;;10;;;3;;;0;;
08119076900-01 Gemeinde Urbach 900-01 Wittumschule 08119076900-01;;;;;619;619;3;616;231;132;31;80;78;26;3;;6;15;;;;7;;;4;;;3;;
08119076900-02 Gemeinde Urbach 900-02 Wittumschule 08119076900-02;;;;;604;604;0;604;200;181;44;67;69;11;10;;8;9;;;;2;;;2;;;1;;
08119076900-03 Gemeinde Urbach 900-03 Wittumschule 08119076900-03;;;;;728;728;0;728;236;189;48;93;93;19;12;;13;12;;;;10;;;2;;;1;;
08119086001-01 Gemeinde Winterbach 001-01 Altes Rathaus 0811908600101;873;593;280;0;295;0;1;294;79;69;45;24;44;7;2;;7;3;;;;11;;;1;;;2;;
08119086001-02 Gemeinde Winterbach 001-02 Evangelischer Kindergarten Feinbauweg 0811908600102;922;639;283;0;402;0;2;400;105;90;57;39;53;13;0;;5;9;;;;11;;;9;;;9;;
08119086001-03 Gemeinde Winterbach 001-03 Lehenbachschule Musiksaal 0811908600103;732;467;265;0;286;0;2;284;80;63;39;37;33;5;5;;6;6;;;;4;;;5;;;1;;
08119086001-04 Gemeinde Winterbach 001-04 Lehenbachhalle Foyer 0811908600104;986;597;389;0;395;1;2;393;109;98;35;33;75;3;4;;11;12;;;;5;;;3;;;5;;
08119086001-05 Gemeinde Winterbach 001-05 Lehenbachschule Mensa 0811908600105;839;498;341;0;297;0;3;294;86;67;38;22;47;6;3;;5;3;;;;12;;;3;;;2;;
08119086001-06 Gemeinde Winterbach 001-06 Kindergarten Schafacker 0811908600106;980;684;296;0;423;4;5;418;110;92;50;44;78;11;5;;6;2;;;;10;;;3;;;7;;
08119086001-07 Gemeinde Winterbach 002-07 Freie Waldorfschule Speisesaal 0811908600207;286;207;79;0;151;2;0;151;43;29;13;7;18;12;0;;4;1;;;;17;;;5;;;2;;
08119086900-01 Gemeinde Winterbach 900-01 Briefwahl 1 0811908690001;;;;;793;793;7;786;312;164;51;90;96;23;5;;15;15;;;;8;;;4;;;3;;
08119086900-02 Gemeinde Winterbach 900-02 Briefwahl 2 0811908690002;;;;;1052;1052;5;1047;411;268;57;109;120;26;6;;14;14;;;;11;;;5;;;6;;
